0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,relative_runtime
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,84.34375,27491.469,69871.03,2106167.8,0.0,1.0192794
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,88.5625,28708.656,69839.03,2106166.8,0.0,0.19171004
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,68.40625,25731.656,69871.03,2106167.8,0.0,1.0577037
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,82.25,26262.0,69871.03,2106167.8,0.0,0.9579288
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,78.65625,26210.812,69872.0,2106167.8,0.0,1.0691531
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,18786376000.0,31292500000.0,8324937700.0,86553310000.0,441937500.0,114937500.0,78562500.0,16250000.0,659.78125,1411820700.0,1976832900.0,65449.97,2105918.5,1567500000.0,1.4861089
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,56625000.0,83937500.0,28687500.0,252812500.0,1125000.0,0.0,0.0,0.0,733.3125,2699003.0,5520352.0,65449.97,2105918.5,4750000.0,1.1691792
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,171937500.0,344937500.0,76437500.0,891687500.0,5187500.0,1875000.0,687500.0,0.0,655.4375,21335950.0,16778130.0,63237.562,2105784.8,24000000.0,1.4206169
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,1168625000.0,2568312600.0,481625000.0,6352125000.0,37687500.0,14687500.0,8812500.0,1375000.0,750.1875,176217740.0,124674080.0,67660.53,2106052.0,167062500.0,1.4410727
-1.0872294,-0.86391515,1.9312387,0.19613323,-0.49765205,-0.20834464,2.0624132,-1.7140065,0.7966262,-0.2269725,1.6731646,-0.38178045,0.4692813,-1.6535436,-1.5384474,-1.4867282,1.0117633,-0.020899119,0.65688705,0.4497721,0.07586597,0.98886395,-1.5525254,-1.989176,0.1967414,1.413369,0.28959325,0.5295773,-0.21640028,-1.555387,-0.9155268,-0.34118754,1.2416728,-1.5130583,0.052332662,0.65681744,-1.8018522,-0.7936658,-0.99786776,0.14456089,-0.59118444,0.42318124,-1.6554432,0.7728249,0.43939772,-0.2881166,0.98339987,1.4825426,0.7769103,0.13839334,42187500.0,53062500.0,23125000.0,175937500.0,0.0,0.0,0.0,0.0,715.28125,333486.66,3787210.0,67660.53,2106052.0,2562500.0,0.39145118
