0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,relative_runtime
1.6063554,-1.0639733,1.5562673,0.2159589,-0.6428058,-0.5268296,-0.02236112,-0.3083529,-0.52181023,-0.62518436,-1.0392939,1.7367373,-2.5166914,0.5361788,-1.5250902,-0.25578865,-0.11225137,0.38938943,-1.4633449,-0.2253375,-0.8630326,-0.56542593,1.1949642,-1.8957386,0.7865293,1.8218385,-1.3612969,1.1016147,1.1294886,-1.1435566,-0.0017644009,-0.38681808,0.050498366,0.14694628,0.5194451,0.8672341,0.8425416,0.2830883,-0.005116732,-0.07141806,0.503143,-0.13643679,-0.56070393,0.097006895,0.008409759,-0.28845993,-0.18285322,0.016550012,-0.13993572,-0.4474869,1.0,3768000000.0,15428000000.0,5376000000.0,43792000000.0,134000000.0,142000000.0,6000000.0,4000000.0,3822783.0,15393082000.0,7008122400.0,37771.0,2174963.0,1074000000.0,1.343913
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,260125000.0,1047187500.0,295687500.0,2658250000.0,9187500.0,6000000.0,0.0,0.0,1190.0,421704500.0,93770140.0,69880.75,2106186.0,56437500.0,1.4737678
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,1.0,16222222.0,88305550.0,19833334.0,197666670.0,1750000.0,2444444.5,83333.336,83333.336,15.319445,40738412.0,26683038.0,525.05554,30141.916,11694444.0,2.120365
1.462377,0.050236,-1.8190855,0.14682958,0.78038555,0.58769304,1.1901928,1.0674783,-1.1537688,-0.11584386,1.3288713,1.4689897,-0.04865754,0.017062917,-0.918101,0.4582091,-0.36046425,0.4798558,-0.55622596,0.051253702,-0.38981643,2.544268,-0.8273416,0.38716254,-0.592583,0.67196256,1.1572475,0.13396041,-0.19911881,0.15652034,1.2993329,0.30563807,0.24199927,0.014498274,1.9370009,-0.34801146,-1.5957254,2.0266876,-1.9181638,0.22244246,1.7535532,0.5311831,-0.7806402,0.15848096,-1.2767642,-1.7045444,0.48981464,-0.26052722,-0.10677886,-2.1068425,32.0,12187500.0,20812500.0,6750000.0,55375000.0,0.0,0.0,0.0,0.0,0.484375,272115.22,867816.06,113090.31,10181.828,500000.0,1.0486591
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,-0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,260125000.0,1047187500.0,295687500.0,2658250000.0,9187500.0,6000000.0,0.0,0.0,1190.0,421704500.0,93770140.0,69880.75,2106186.0,56437500.0,1.4737678
1.6063554,-1.0639733,1.5562673,0.2159589,-0.6428058,-0.5268296,-0.02236112,-0.3083529,-0.52181023,-0.62518436,-1.0392939,1.7367373,-2.5166914,0.5361788,-1.5250902,-0.25578865,-0.11225137,0.38938943,-1.4633449,-0.2253375,-0.8630326,-0.56542593,1.1949642,-1.8957386,0.7865293,1.8218385,-1.3612969,1.1016147,1.1294886,-1.1435566,-0.0017644009,-0.38681808,0.050498366,0.14694628,0.5194451,0.8672341,0.8425416,0.2830883,-0.005116732,-0.07141806,0.503143,-0.13643679,-0.56070393,0.097006895,0.008409759,-0.28845993,-0.18285322,0.016550012,-0.13993572,-0.4474869,1.0,12984000000.0,30770000000.0,9904000000.0,94928000000.0,270000000.0,252000000.0,10000000.0,8000000.0,5157172.0,18081243000.0,13271856000.0,37771.0,2225798.0,1374000000.0,1.3239394
1.462377,0.050236,-1.8190855,0.14682958,0.78038555,0.58769304,1.1901928,1.0674783,-1.1537688,-0.11584386,1.3288713,1.4689897,-0.04865754,0.017062917,-0.918101,0.4582091,-0.36046425,0.4798558,-0.55622596,0.051253702,-0.38981643,2.544268,-0.8273416,0.38716254,-0.592583,0.67196256,1.1572475,0.13396041,-0.19911881,0.15652034,1.2993329,0.30563807,0.24199927,0.014498274,1.9370009,-0.34801146,-1.5957254,2.0266876,-1.9181638,0.22244246,1.7535532,0.5311831,-0.7806402,0.15848096,-1.2767642,-1.7045444,0.48981464,-0.26052722,-0.10677886,-2.1068425,32.0,11718750.0,19812500.0,7000000.0,52593750.0,0.0,0.0,0.0,0.0,0.0,197480.58,796010.6,113046.7,10181.828,625000.0,1.0765975
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,142000000.0,506812500.0,141812500.0,1262000000.0,5125000.0,0.0,0.0,0.0,909.21875,192179490.0,61011400.0,69911.78,2106187.0,35562500.0,1.4826673
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,1.0,3666666.8,23305556.0,5638889.0,49944444.0,861111.1,833333.3,27777.777,27777.777,15.680555,13013511.0,13287589.0,525.05554,30141.916,5638889.0,2.279432
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,1.0,97388890.0,483472220.0,104250000.0,1118444400.0,5222222.0,11111111.0,250000.0,222222.22,12.222222,194015100.0,53270868.0,525.05554,30141.916,26027778.0,2.0670645
