0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,target_y
-0.38877052,0.066538714,1.6091976,0.024205672,-0.20251246,0.90671647,-0.13568468,-1.1589394,0.82186043,0.49819875,-1.8392346,-1.2908645,-0.2774747,-1.3607533,-1.602231,-0.26313254,-0.1590173,-0.040146917,0.4163696,1.8502108,0.53358585,1.5908318,-1.4062957,-0.5827637,0.47088903,-0.15342847,-1.3685457,0.82212365,0.4672857,1.8168039,-0.038731832,-2.215418,-1.2577673,-2.3897252,1.0102735,1.1312197,2.1070075,-0.27470815,-0.53138447,0.95712394,0.86608845,-0.79064673,-0.097007036,0.71810764,-0.6949982,-1.2175995,-0.513709,-1.4213744,1.3741494,-0.80071443,1.0012087,3773807600.0,2379770000.0,258410700.0,2966605800.0,790327400.0,1022748160.0,292823520.0,34035280.0,15.261284,8574991.0,696146400.0,556.2401,30157.648,13110841000.0,0.6827007
-0.3887679,0.06654039,1.6091993,0.024208002,-0.20251195,0.9067174,-0.13568035,-1.1589369,0.82186276,0.4982002,-1.8392254,-1.2908612,-0.27747416,-1.3607523,-1.6022302,-0.263132,-0.15901579,-0.040145848,0.41637135,1.850212,0.5335871,1.5908319,-1.406292,-0.5827621,0.47088954,-0.1534274,-1.3685431,0.82212436,0.46728706,1.8168056,-0.038729694,-2.2154133,-1.2577653,-2.3897238,1.0102749,1.1312212,2.107009,-0.27470595,-0.53138274,0.95712435,0.8660888,-0.7906441,-0.097006336,0.7181139,-0.6949953,-1.2175984,-0.5137072,-1.4213716,1.3741503,-0.800711,1.0012103,3778167000.0,2384266000.0,258924430.0,2972765400.0,791288500.0,1022979260.0,293235300.0,34079250.0,15.276292,8600291.0,697005000.0,556.27155,30157.656,13124811000.0,0.68291086
-0.38876525,0.06654209,1.6092011,0.024210354,-0.20251143,0.90671843,-0.13567594,-1.1589342,0.8218651,0.49820167,-1.8392162,-1.290858,-0.2774736,-1.3607514,-1.6022295,-0.26313147,-0.15901427,-0.04014477,0.4163731,1.850213,0.53358835,1.5908321,-1.4062883,-0.5827606,0.47089007,-0.15342632,-1.3685405,0.82212514,0.46728846,1.8168073,-0.03872753,-2.2154083,-1.2577633,-2.3897223,1.0102763,1.1312227,2.1070104,-0.2747037,-0.5313809,0.95712477,0.8660892,-0.79064137,-0.09700562,0.7181202,-0.69499236,-1.2175974,-0.51370543,-1.4213687,1.3741511,-0.80070746,1.001212,3782572800.0,2388816100.0,259443900.0,2978997500.0,792260100.0,1023212200.0,293651600.0,34123704.0,15.291471,8625921.0,697871940.0,556.30334,30157.664,13138895000.0,0.6831235
-0.38876256,0.06654381,1.609203,0.024212735,-0.2025109,0.9067195,-0.1356715,-1.1589317,0.8218674,0.49820316,-1.839207,-1.2908548,-0.27747303,-1.3607504,-1.6022286,-0.2631309,-0.15901273,-0.04014368,0.4163749,1.8502141,0.53358966,1.5908322,-1.4062845,-0.58275896,0.4708906,-0.15342523,-1.3685379,0.8221259,0.46728987,1.8168089,-0.038725346,-2.2154033,-1.2577611,-2.389721,1.0102777,1.1312243,2.1070118,-0.27470145,-0.5313791,0.9571252,0.8660896,-0.7906387,-0.0970049,0.7181266,-0.6949894,-1.2175963,-0.5137036,-1.4213657,1.374152,-0.8007039,1.0012137,3787027000.0,2393414400.0,259969180.0,2985299700.0,793241860.0,1023447700.0,294072220.0,34168630.0,15.306816,8651858.0,698749200.0,556.3354,30157.672,13153147000.0,0.68333846
-0.38875988,0.066545546,1.6092048,0.024215138,-0.20251036,0.9067205,-0.13566701,-1.1589291,0.8218698,0.49820465,-1.8391976,-1.2908515,-0.27747247,-1.3607495,-1.6022278,-0.26313037,-0.15901117,-0.040142577,0.41637668,1.8502153,0.5335909,1.5908324,-1.4062806,-0.5827574,0.47089112,-0.15342413,-1.3685353,0.8221267,0.4672913,1.8168106,-0.038723137,-2.2153983,-1.2577591,-2.3897195,1.0102793,1.1312258,2.1070132,-0.27469915,-0.53137726,0.9571256,0.86609,-0.79063594,-0.09700417,0.71813303,-0.6949864,-1.2175951,-0.51370174,-1.4213629,1.3741528,-0.8007003,1.0012153,3791525000.0,2398063900.0,260500420.0,2991675000.0,794233000.0,1023685400.0,294497180.0,34213990.0,15.322295,8678113.0,699633400.0,556.3678,30157.678,13167544000.0,0.68355566
-0.38875714,0.0665473,1.6092066,0.024217566,-0.20250982,0.90672153,-0.13566248,-1.1589265,0.82187223,0.49820617,-1.8391882,-1.2908481,-0.2774719,-1.3607485,-1.602227,-0.2631298,-0.1590096,-0.040141463,0.4163785,1.8502164,0.5335922,1.5908325,-1.4062767,-0.5827558,0.47089165,-0.15342301,-1.3685325,0.82212746,0.46729273,1.8168124,-0.038720906,-2.2153933,-1.257757,-2.389718,1.0102808,1.1312275,2.1070147,-0.27469686,-0.5313754,0.957126,0.8660904,-0.79063314,-0.09700342,0.7181396,-0.69498336,-1.217594,-0.5136998,-1.4213599,1.3741536,-0.80069673,1.0012171,3796071700.0,2402765800.0,261037550.0,2998120700.0,795235600.0,1023925400.0,294926700.0,34259852.0,15.337938,8704680.0,700528700.0,556.4006,30157.686,13182075000.0,0.6837756
-0.38875437,0.06654906,1.6092085,0.024220018,-0.20250928,0.9067226,-0.1356579,-1.1589239,0.8218746,0.4982077,-1.8391787,-1.2908448,-0.2774713,-1.3607476,-1.6022263,-0.26312923,-0.15900803,-0.04014034,0.41638032,1.8502176,0.53359354,1.5908326,-1.4062729,-0.5827542,0.47089222,-0.15342188,-1.3685298,0.82212824,0.4672942,1.8168141,-0.038718652,-2.215388,-1.2577548,-2.3897166,1.0102823,1.131229,2.1070163,-0.27469453,-0.5313735,0.95712644,0.8660908,-0.79063034,-0.09700268,0.71814615,-0.6949803,-1.2175928,-0.5136979,-1.4213569,1.3741544,-0.8006931,1.0012188,3800658200.0,2407513600.0,261580430.0,3004632000.0,796246900.0,1024166900.0,295360450.0,34306124.0,15.353723,8731552.0,701431740.0,556.4337,30157.695,13196751000.0,0.6839976
-0.3887516,0.06655086,1.6092104,0.024222499,-0.20250873,0.9067237,-0.13565329,-1.1589212,0.8218771,0.49820924,-1.839169,-1.2908415,-0.27747074,-1.3607466,-1.6022254,-0.26312867,-0.15900643,-0.040139202,0.4163822,1.8502188,0.5335949,1.5908327,-1.406269,-0.5827525,0.47089276,-0.15342075,-1.368527,0.822129,0.46729565,1.8168159,-0.038716376,-2.215383,-1.2577527,-2.389715,1.0102838,1.1312306,2.1070178,-0.27469218,-0.5313716,0.95712686,0.8660912,-0.79062754,-0.097001925,0.71815276,-0.6949772,-1.2175918,-0.513696,-1.4213538,1.3741554,-0.8006894,1.0012206,3805296400.0,2412319000.0,262129650.0,3011223300.0,797269300.0,1024411100.0,295799360.0,34352950.0,15.369691,8758776.0,702344600.0,556.46716,30157.703,13211587000.0,0.6842221
-0.3887488,0.06655267,1.6092123,0.024225004,-0.20250817,0.90672475,-0.13564861,-1.1589185,0.82187957,0.4982108,-1.8391593,-1.290838,-0.27747014,-1.3607457,-1.6022246,-0.2631281,-0.15900481,-0.04013805,0.41638407,1.85022,0.5335962,1.5908328,-1.4062649,-0.58275086,0.47089332,-0.1534196,-1.3685243,0.82212985,0.46729714,1.8168176,-0.038714074,-2.2153778,-1.2577504,-2.3897135,1.0102854,1.1312323,2.1070194,-0.2746898,-0.5313697,0.95712733,0.8660916,-0.7906247,-0.09700116,0.71815944,-0.69497406,-1.2175906,-0.5136941,-1.4213507,1.3741562,-0.80068564,1.0012224,3809987000.0,2417180000.0,262685020.0,3017894100.0,798302850.0,1024657800.0,296242530.0,34400212.0,15.385822,8786327.0,703267900.0,556.501,30157.71,13226575000.0,0.6844492
-0.38874593,0.066554494,1.6092142,0.024227533,-0.2025076,0.9067258,-0.13564388,-1.1589158,0.82188207,0.4982124,-1.8391495,-1.2908345,-0.27746955,-1.3607447,-1.6022236,-0.2631275,-0.15900317,-0.04013689,0.41638595,1.8502212,0.5335976,1.5908331,-1.4062608,-0.5827492,0.4708939,-0.15341844,-1.3685216,0.8221307,0.46729866,1.8168194,-0.038711745,-2.2153723,-1.2577482,-2.3897119,1.0102869,1.1312339,2.1070209,-0.2746874,-0.5313677,0.95712775,0.866092,-0.7906218,-0.09700039,0.71816623,-0.6949709,-1.2175894,-0.51369214,-1.4213477,1.3741572,-0.8006819,1.0012242,3814719200.0,2422095600.0,263246940.0,3024633900.0,799347460.0,1024906900.0,296690720.0,34448064.0,15.402112,8814242.0,704199740.0,556.53516,30157.72,13241717000.0,0.684679
-0.38874307,0.06655634,1.6092161,0.024230095,-0.20250703,0.90672696,-0.13563912,-1.158913,0.82188463,0.49821398,-1.8391396,-1.2908311,-0.27746892,-1.3607436,-1.6022228,-0.2631269,-0.15900151,-0.040135715,0.4163879,1.8502223,0.53359896,1.5908332,-1.4062568,-0.5827475,0.47089446,-0.15341726,-1.3685187,0.8221315,0.46730015,1.8168212,-0.03870939,-2.215367,-1.257746,-2.3897104,1.0102885,1.1312356,2.1070225,-0.27468497,-0.5313658,0.9571282,0.86609244,-0.7906189,-0.09699961,0.7181731,-0.69496775,-1.2175882,-0.5136902,-1.4213445,1.374158,-0.8006781,1.001226,3819510000.0,2427067400.0,263815260.0,3031459800.0,800404000.0,1025158100.0,297143940.0,34496400.0,15.418587,8842507.0,705143400.0,556.56976,30157.727,13257027000.0,0.6849113
